C/C=C\C#C	2.27e+02	45.49	40.60353088378906
C/C=C\C#C	2.52e+02	43.9	38.76087188720703
C/C=C\C#C	2.78e+02	42.21	37.10954284667969
C/C=C\C#C	3.03e+02	40.7	35.63187026977539
C/C=C\C#C	3.28e+02	39.18	34.19025421142578
C/C=C\C#C	3.53e+02	37.66	33.10173416137695
C/C=C\C#C	3.79e+02	36.12	31.841392517089844
C/C=C\C#C	4.04e+02	34.65	30.4102783203125
C=CC#CC=C	4.40e+02	46.26	41.187870025634766
C=CC=CC#C	4.41e+02	32.66	27.63967514038086
C#CC=Cc1ccccc1	5.59e+02	44.06	38.67923355102539
C#CC=Cc1ccccc1	6.01e+02	40.76	35.916229248046875
CC(C(C(C)C)(C(C)C)C#CC(C)(C)C)C	5.56e+02	41.03	45.35533905029297
OCC#C	2.46e+02	45.39	52.16975402832031
OCC#C	2.76e+02	43.1	49.38593673706055
OCC#C	3.05e+02	40.84	46.694236755371094
OCC#C	3.35e+02	38.64	44.15934753417969
OCC#C	3.65e+02	36.46	42.28412628173828
OCC#C	3.95e+02	34.49	39.811973571777344
OCC#C	4.24e+02	32.54	37.451141357421875
OCC#C	4.54e+02	30.48	35.326602935791016
C=COC=O	2.26e+02	36.33	43.87940979003906
C=COC=O	2.49e+02	34.89	41.833988189697266
C=COC=O	2.72e+02	33.66	39.81550598144531
C=COC=O	2.95e+02	32.3	37.828739166259766
C=COC=O	3.17e+02	31.42	35.55904006958008
C=COC=O	3.40e+02	29.65	33.31814956665039
C=COC=O	3.63e+02	28.2	31.351337432861328
CC(C#C)O	3.30e+02	40.77	44.87021255493164
CC(C#C)O	3.58e+02	38.31	42.32551193237305
C1COC=CO1	3.07e+02	49.95	44.5081672668457
C1COC=CO1	3.38e+02	47.99	42.259246826171875
C1COC=CO1	3.68e+02	45.96	40.099853515625
C1COC=CO1	3.99e+02	44.05	38.374107360839844
C1COC=CO1	4.29e+02	42.06	36.771976470947266
C1COC=CO1	4.60e+02	40.02	34.24721908569336
[O-][N+](=O)C=CC	4.79e+02	44.4	39.5208625793457
c1ccncn1	3.19e+02	46.85	54.758201599121094
c1ccncn1	3.49e+02	45.03	51.93840408325195
c1ccncn1	3.79e+02	43.12	49.195560455322266
c1ccncn1	4.09e+02	41.34	46.431644439697266
c1ccncn1	5.30e+02	33.56	37.212074279785156
n1ccncc1	5.33e+02	47.12	42.1552619934082
CCO/C=C\C	2.36e+02	44.98	38.23604965209961
CCO/C=C\C	2.61e+02	42.85	36.72161102294922
CCO/C=C\C	2.85e+02	41.12	35.225608825683594
CCO/C=C\C	3.10e+02	39.24	33.588741302490234
CCO/C=C\C	3.34e+02	37.46	32.06473159790039
CCO/C=C\C	3.59e+02	35.6	30.083160400390625
CCO/C=C\C	3.83e+02	33.89	28.127029418945312
CCO/C=C\C	4.08e+02	31.96	26.122962951660156
C=CO/C=C\C	2.35e+02	57.27	48.91506576538086
C=CO/C=C\C	2.60e+02	56.07	47.12930679321289
C=CO/C=C\C	2.84e+02	53.93	45.42144012451172
C=CO/C=C\C	3.09e+02	51.83	43.42593765258789
C=CO/C=C\C	3.34e+02	49.65	41.29373550415039
C=CO/C=C\C	3.59e+02	47.62	39.74290084838867
C=CO/C=C\C	3.83e+02	45.59	38.04714584350586
C=CO/C=C\C	4.08e+02	43.34	36.225975036621094
C=C1CCOCO1	4.65e+02	27.16	30.542320251464844
Cc1cccnc1	5.48e+02	28.62	32.51158142089844
C/C=C/O/C=C/C	3.28e+02	40.15	44.375240325927734
C/C=C/O/C=C/C	3.55e+02	37.66	42.22233200073242
C/C=C/O/C=C/C	3.82e+02	35.28	39.974708557128906
C/C=C/O/C=C/C	4.09e+02	32.96	36.83424377441406
CC=COC=CC	3.28e+02	40.14	44.375240325927734
CC=COC=CC	3.55e+02	37.67	42.22233200073242
CC=COC=CC	3.82e+02	35.3	39.974708557128906
CC=COC=CC	4.09e+02	32.78	36.83424377441406
CC(C(=C)[N+](=O)[O-])C	3.60e+02	52.3	46.84160232543945
CC(C(=C)[N+](=O)[O-])C	3.92e+02	50.3	44.67974853515625
CC(C(=C)[N+](=O)[O-])C	4.23e+02	48.41	43.115482330322266
CC(C(=C)[N+](=O)[O-])C	4.54e+02	46.62	41.648033142089844
CC(C(=C)[N+](=O)[O-])C	4.85e+02	44.92	40.20076370239258
Oc1cccnc1C	3.79e+02	76.92	69.01262664794922
CC/C=C/O/C=C/C	3.77e+02	40.01	44.689640045166016
CC/C=C/O/C=C/C	4.07e+02	36.96	42.143821716308594
CC/C=C/O/C=C/C	4.37e+02	34.38	38.93220520019531
CC/C=C/O/C=C/C	4.67e+02	31.42	35.78447341918945
ONc1ccccc1	6.20e+02	44.15	49.72887420654297
C=Cc1ccccn1	4.45e+02	43.55	39.16157531738281
C=Cc1ccccn1	4.88e+02	40.62	36.29663848876953
C=Cc1ccccn1	5.31e+02	37.86	33.09635543823242
Cc1ncnc(c1)C	2.73e+02	52.07	58.531585693359375
Cc1ncnc(c1)C	3.12e+02	49.09	55.32450866699219
Cc1ncnc(c1)C	3.52e+02	46.28	52.18035125732422
Cc1ncnc(c1)C	3.91e+02	43.54	49.3245964050293
Cc1ncnc(c1)C	4.31e+02	40.88	46.34370422363281
Cc1ncnc(c1)C	4.70e+02	37.91	43.75521469116211
Cc1ncnc(c1)C	5.10e+02	35.11	41.37510299682617
Cc1ncnc(c1)C	5.49e+02	32.11	37.925594329833984
CC/C=C\O/C=C/C	2.58e+02	60.5	53.715843200683594
CC/C=C\O/C=C/C	2.87e+02	57.31	51.56376647949219
CCc1cccc(n1)C	5.39e+02	38.62	33.98130798339844
Cc1cc(C)nc(n1)N	5.99e+02	48.97	43.6830940246582
CO/C(=C(\C(=O)C)/C)/C	2.75e+02	60.58	54.385887145996094
CO/C(=C(\C(=O)C)/C)/C	3.07e+02	57.84	51.528072357177734
CO/C(=C(\C(=O)C)/C)/C	3.39e+02	55.12	48.62491226196289
CO/C(=C(\C(=O)C)/C)/C	3.71e+02	52.75	45.71031951904297
CO/C(=C(\C(=O)C)/C)/C	4.03e+02	50.33	43.12392807006836
CO/C(=C(\C(=O)C)/C)/C	4.35e+02	47.85	40.48734664916992
CO/C(=C(\C(=O)C)/C)/C	4.67e+02	45.48	38.39893341064453
CO/C(=C(\C(=O)C)/C)/C	4.99e+02	43.0	36.44752502441406
C=CO/C(=C/C(C)C)/C	4.49e+02	33.55	37.210792541503906
COC(=CC=C(OC)C)C	4.74e+02	40.19	44.52083969116211
CCCCC/C=C\OCC	2.76e+02	60.34	54.13298797607422
C=COC(OCC=CC)C	4.46e+02	38.74	42.76685333251953
C=COC(OCC=CC)C	4.74e+02	36.36	40.62242889404297
COc1cccc(n1)OC	2.87e+02	59.77	66.05989837646484
COc1cccc(n1)OC	4.50e+02	49.32	54.780330657958984
COc1cccc(n1)OC	4.91e+02	46.6	52.67889404296875
COc1cccc(n1)OC	5.31e+02	43.9	50.652305603027344
COc1cccc(n1)OC	5.72e+02	41.51	48.43562698364258
C/C=C\OC(O/C=C\C)(C)C	2.74e+02	74.36	64.6992416381836
C/C=C\OC(O/C=C\C)(C)C	3.04e+02	72.77	62.31444549560547
C/C=C\OC(O/C=C\C)(C)C	3.33e+02	68.67	59.91252899169922
C/C=C\OC(O/C=C\C)(C)C	3.63e+02	64.48	57.39929962158203
C/C=C\OC(O/C=C\C)(C)C	3.93e+02	60.46	54.17667007446289
C/C=C\OC(O/C=C\C)(C)C	4.23e+02	56.81	50.90778732299805
Oc1cccc2c1cccn2	5.22e+02	73.02	65.45067596435547
Oc1cccc2c1cccn2	5.40e+02	71.36	64.05365753173828
Oc1cccc2c1cccn2	5.59e+02	69.65	62.61678695678711
Oc1cccc2c1cccn2	5.77e+02	68.15	61.2727165222168
Oc1ccnc2c1cccc2	3.74e+02	86.59	76.26551818847656
Oc1ccnc2c1cccc2	4.20e+02	82.61	72.45228576660156
Oc1ccnc2c1cccc2	4.66e+02	77.84	69.35493469238281
Oc1cccc2c1nccc2	3.73e+02	64.69	76.35747528076172
Oc1cccc2c1nccc2	4.13e+02	62.02	73.0019302368164
Oc1cccc2c1nccc2	4.52e+02	59.44	70.17867279052734
Oc1cccc2c1nccc2	4.92e+02	56.81	67.72124481201172
Oc1cccc2c1nccc2	5.31e+02	54.31	64.75294494628906
Oc1cccc2c1nccc2	5.71e+02	52.0	61.72092056274414
Oc1cccc2c1nccc2	6.10e+02	49.55	59.00572967529297
Oc1cccc2c1nccc2	6.50e+02	47.04	56.177242279052734
Cc1ccc2c(n1)c(O)ccc2	3.21e+02	71.64	79.2273941040039
Cc1ccc2c(n1)c(O)ccc2	4.15e+02	64.91	71.47122955322266
Cc1ccc2c(n1)c(O)ccc2	4.62e+02	61.88	68.35140991210938
Cc1ccc2c(n1)c(O)ccc2	5.09e+02	58.72	64.84130859375
C/C=C/OC(C(C)C)O/C=C/C	3.82e+02	49.99	55.988616943359375
C/C=C/OC(C(C)C)O/C=C/C	4.15e+02	46.32	52.39634323120117
C/C=C/OC(C(C)C)O/C=C/C	4.47e+02	43.09	48.88143539428711
C/C=C/OC(C(C)C)O/C=C/C	4.79e+02	40.1	45.2514533996582
C/C=C/OC(C(C)C)O/C=C/C	5.11e+02	36.53	41.99444580078125
CCCOC(=O)c1ccccn1	4.37e+02	69.82	62.5876579284668
CCCOC(=O)c1ccccn1	4.80e+02	66.09	58.69383239746094
CCCOC(=O)c1ccccn1	5.22e+02	61.75	54.947235107421875
CCCOC(=O)c1ccccn1	5.65e+02	58.73	51.16977310180664
CCCOC(=O)c1ccccn1	6.07e+02	53.43	47.152366638183594
C/C=C\OC(O/C=C\C)(OC)C	3.12e+02	78.14	69.23950958251953
C/C=C\OC(O/C=C\C)(OC)C	3.42e+02	75.48	66.453125
C/C=C\OC(O/C=C\C)(OC)C	3.73e+02	71.4	63.87553405761719
C/C=C\OC(O/C=C/C)(OC)C	4.96e+02	46.7	51.55350112915039
C/C=C/OC(C(C)(C)C)O/C=C/C	3.82e+02	47.57	52.453617095947266
C/C=C/OC(C(C)(C)C)O/C=C/C	4.78e+02	38.54	42.71063232421875
C/C=C/OC(C(C)(C)C)O/C=C/C	5.10e+02	35.29	40.19624710083008
CN(C(=C(N(C)C)N(C)C)N(C)C)C	4.85e+02	47.31	52.522247314453125
CN(C(=C(N(C)C)N(C)C)N(C)C)C	5.17e+02	45.15	49.72639846801758
C1CCC2N(C1)C1CCCCN1C1N2CCCC1	6.02e+02	64.63	58.020713806152344
C1CCC2N(C1)C1CCCCN1C1N2CCCC1	6.46e+02	61.31	53.37285614013672
CCCC(F)F	3.88e+02	20.25	22.528057098388672
BrC(=C)C(=C)Br	2.77e+02	42.4	48.51465606689453
BrC(=C)C(=C)Br	3.17e+02	40.46	45.776973724365234
BrC(=C)C(=C)Br	3.58e+02	38.58	43.023536682128906
BrC(=C)C(Br)C	5.05e+02	38.63	34.67976760864258
BrC(=C)C(Br)C	5.43e+02	36.93	32.510807037353516
CCC(F)(F)C	3.93e+02	19.94	22.14166259765625
F/C(=C(/Cl)\F)/Cl	3.83e+02	22.8	26.123043060302734
ClC(C(=C)C)Cl	3.71e+02	33.11	36.448997497558594
ClC(C(=C)C)Cl	4.01e+02	31.64	35.15190505981445
ClC(C(=C)C)Cl	4.32e+02	30.09	33.80134582519531
ClC(C(=C)C)Cl	4.62e+02	28.41	32.2818489074707
F[C@H]([C@@H](Cl)F)Cl	4.17e+02	26.07	28.99045181274414
F[C@H]([C@@H](Cl)F)Cl	4.47e+02	24.1	27.18417739868164
COCC(F)(F)F	2.02e+02	37.36	33.32066345214844
COCC(F)(F)F	2.28e+02	35.52	31.551990509033203
COCC(F)(F)F	2.53e+02	33.79	30.251075744628906
COCC(F)(F)F	3.56e+02	27.18	24.28128433227539
C=CC(C=C)(F)F	1.63e+02	45.68	38.200069427490234
C=CC(C=C)(F)F	2.00e+02	43.32	34.70960998535156
C=CC(C=C)(F)F	2.37e+02	40.77	32.2715950012207
C=CC(C=C)(F)F	2.74e+02	38.42	30.447525024414062
C=CC(C=C)(F)F	3.11e+02	36.03	29.01785659790039
C=CC(C=C)(F)F	3.48e+02	33.52	28.07152557373047
C=CC(C=C)(F)F	3.85e+02	31.22	26.776878356933594
C=CC(C=C)(F)F	4.22e+02	28.9	23.821659088134766
FC(C(Cl)(F)F)F	3.37e+02	21.76	19.255233764648438
FC1CCC=CC1	2.49e+02	45.0	38.78532028198242
FC1CCC=CC1	2.83e+02	42.63	36.94257354736328
FC1CCC=CC1	3.17e+02	40.6	35.06228256225586
FC1CCC=CC1	3.51e+02	38.59	33.1470947265625
FC1CCC=CC1	3.86e+02	36.54	31.06948471069336
FC1CCC=CC1	4.20e+02	34.53	29.362838745117188
FC1CCC=CC1	4.54e+02	32.45	28.06902313232422
CCOC(=O)CF	2.81e+02	47.01	42.17750930786133
CCOC(=O)CF	3.12e+02	44.88	39.930572509765625
CCOC(=O)CF	3.44e+02	42.87	38.27897262573242
CCOC(=O)CF	4.08e+02	38.62	34.54298782348633
CCOC(=O)CF	4.39e+02	36.57	32.23600387573242
C=COC(F)(F)F	3.04e+02	23.8	26.457653045654297
CC(=O)C(Cl)(Cl)Cl	5.37e+02	33.56	37.86652374267578
CCOC(=C)CCl	4.86e+02	28.0	31.51095962524414
C=COCC(F)(F)F	3.95e+02	25.16	22.541351318359375
FC(C[N+](=O)[O-])(F)F	4.54e+02	31.34	34.89165115356445
FC(=C)OC(F)(F)F	3.44e+02	20.16	22.74974822998047
Clc1cncc(c1)Cl	2.84e+02	51.64	58.88068389892578
Clc1cncc(c1)Cl	3.28e+02	48.9	55.4487419128418
Clc1cncc(c1)Cl	3.72e+02	46.25	52.02192687988281
Clc1cncc(c1)Cl	4.16e+02	43.78	48.667423248291016
Clc1cncc(c1)Cl	4.61e+02	41.3	45.74555206298828
Clc1cncc(c1)Cl	5.05e+02	38.72	43.20137023925781
Clc1cncc(c1)Cl	5.49e+02	36.18	41.02537536621094
Clc1cncc(c1)Cl	5.93e+02	33.45	39.27286148071289
FC(CC(F)(F)F)(F)F	3.19e+02	24.4	26.93421173095703
FC(CC(F)(F)F)(F)F	3.38e+02	23.12	25.79903793334961
BrC(C(=O)C(C)(C)C)Br	5.22e+02	41.58	45.7615966796875
BrC(C(=O)C(C)(C)C)Br	5.52e+02	39.81	44.53864288330078
BrC(C(=O)C(C)(C)C)Br	5.81e+02	38.2	42.82935333251953
Fc1ccc(c(c1)C)F	5.00e+02	29.23	32.81142044067383
Fc1cccc(c1N)F	5.37e+02	39.41	43.60551834106445
O=CC(C(F)(F)F)(F)F	2.10e+02	49.05	42.726287841796875
O=CC(C(F)(F)F)(F)F	2.29e+02	48.29	41.23371887207031
O=CC(C(F)(F)F)(F)F	2.48e+02	46.7	39.72705078125
O=CC(C(F)(F)F)(F)F	2.67e+02	45.72	38.19747543334961
O=CC(C(F)(F)F)(F)F	2.85e+02	44.27	36.716548919677734
O=CC(C(F)(F)F)(F)F	3.04e+02	42.83	35.10396957397461
O=CC(C(F)(F)F)(F)F	3.23e+02	41.31	33.40302658081055
O=CC(C(F)(F)F)(F)F	3.42e+02	39.93	32.09025192260742
O=Cc1ccccc1F	5.77e+02	33.34	37.110782623291016
Fc1cccc(c1O)F	4.93e+02	46.75	51.435115814208984
Fc1cccc(c1O)F	5.82e+02	40.22	45.31389236450195
CC([C@@H]1OC[C@@H](CO1)F)C	2.71e+02	58.26	52.25483322143555
FC(=C(F)F)C(=C(F)F)F	3.35e+02	28.85	32.83549118041992
CC(OC(C(Cl)F)(F)F)C	3.95e+02	31.95	35.26189041137695
CC(OC(C(Cl)F)(F)F)C	4.53e+02	27.7	30.61685562133789
CC(CCCC(Cl)(C)C)Cl	5.69e+02	40.47	36.1618766784668
OCC(c1ccccc1)Cl	6.27e+02	46.21	41.54109191894531
FCC(OCC(F)(F)F)(F)F	4.03e+02	31.88	28.494274139404297
CC(=COc1ccccc1)Br	6.25e+02	49.02	43.20518493652344
F/C(=C\C(F)(F)F)/C(F)(F)F	2.14e+02	44.97	39.93440628051758
F/C(=C\C(F)(F)F)/C(F)(F)F	2.34e+02	43.54	38.833396911621094
FC(COCC(F)(F)F)(F)F	2.35e+02	51.01	44.57143783569336
FC(COCC(F)(F)F)(F)F	2.59e+02	47.97	42.854827880859375
FC(=C(C(C(Cl)(Cl)F)(Cl)F)F)Cl	5.18e+02	38.59	44.05112075805664
COCC(C(C(F)(F)F)F)(F)F	2.71e+02	50.31	45.07304382324219
COCC(C(C(F)(F)F)F)(F)F	4.08e+02	38.25	34.173587799072266
COCC(C(C(F)(F)F)F)(F)F	4.35e+02	36.1	32.28632736206055
FC(OC(F)(F)F)(OC(F)(F)F)F	2.65e+02	26.34	23.486263275146484
Clc1cccc(c1)C(C(F)(F)F)(Cl)Cl	5.49e+02	47.53	42.370418548583984
Clc1ccc(cc1)/C=C\c1ccccc1	6.50e+02	48.37	53.70444107055664
CC(c1ccc(cc1)N(C)C)OCC(F)(F)F	5.11e+02	58.19	52.2982292175293
CCCCCC(C1CCCC1)C	5.88e+02	35.78	31.780792236328125
C=CC#CC(=C)C	4.94e+02	40.7	36.015953063964844
CC1C=CC(C1)(C)C	3.88e+02	31.35	34.80415725708008
CC1C=CC(C1)(C)C	4.27e+02	28.64	32.60261535644531
CC1C=CC(C1)(C)C	4.67e+02	25.73	29.675018310546875
CCC(C=C)(C=C)C	4.61e+02	26.3	29.10995101928711
CCC1CC2CC1C=C2	5.30e+02	27.81	31.257293701171875
CC1=CC2CCC1CC2	4.81e+02	32.3	35.54624557495117
CC1=CC2CCC1CC2	5.23e+02	29.85	32.986289978027344
CC1=CC2CCC1CC2	5.65e+02	26.17	29.738304138183594
CC(=C)C1=C(C)CCC1	5.35e+02	35.52	31.764636993408203
c1ccc2c(cc1)ccc2	3.98e+02	66.22	57.631107330322266
c1ccc2c(cc1)ccc2	4.34e+02	63.5	55.55230712890625
c1ccc2c(cc1)ccc2	4.70e+02	60.98	53.432533264160156
c1ccc2c(cc1)ccc2	5.06e+02	58.17	51.34709930419922
c1ccc2c(cc1)ccc2	5.42e+02	55.48	48.572303771972656
c1ccc2c(cc1)ccc2	5.78e+02	53.01	45.38997268676758
c1ccc2c(cc1)ccc2	6.14e+02	50.38	42.461246490478516
c1ccc2c(cc1)ccc2	6.50e+02	47.5	39.32453155517578
CCCCCC/C=C\C#C	4.76e+02	46.63	41.316131591796875
CCCCCC/C=C\C#C	5.16e+02	43.51	38.082733154296875
CCCCCC/C=C\C#C	5.55e+02	40.04	35.33834457397461
CC1=CC2CC1CC2(C)C	5.58e+02	25.44	28.129528045654297
CC1=CCC2C1C1CC2C=C1C	5.75e+02	34.19	38.60073471069336
CCCCC(C=CC(C)(C)C)(CC)CC	5.82e+02	34.47	38.33922576904297
Cc1cccc2c1c1c(C)cccc1CC2	6.50e+02	49.15	54.135040283203125
CC(C(C=C(C(C)(C)C)C)C)C=C(C(C)(C)C)C	6.31e+02	37.51	42.71038055419922
CC(Br)C	3.73e+02	26.12	29.61056137084961
CC(Br)C	4.06e+02	24.67	29.74715805053711
CC(Br)C	4.39e+02	23.01	25.519012451171875
CCCCl	3.20e+02	25.54	28.346282958984375
CCCCl	3.56e+02	23.86	26.279827117919922
CCCCl	4.28e+02	19.48	21.84817123413086
CC(Br)Br	4.97e+02	25.15	28.205284118652344
FC(=C)F	2.58e+02	15.68	17.483829498291016
FCC=C	2.06e+02	28.4	24.756484985351562
FCC=C	3.07e+02	23.23	20.36227798461914
FCC=C	3.28e+02	22.09	18.70677947998047
FCC=C	3.48e+02	20.99	17.880992889404297
CC(Br)Cl	4.76e+02	22.83	26.330440521240234
C/C=C/Br	4.48e+02	24.1	26.9136962890625
CC(Cl)(F)F	1.68e+02	25.69	28.358253479003906
CC(Cl)(F)F	2.19e+02	23.32	25.706932067871094
CC(Cl)(F)F	2.45e+02	22.19	24.481395721435547
CC(Cl)(F)F	2.71e+02	21.02	23.787857055664062
CC(Cl)(F)F	2.97e+02	19.81	23.886070251464844
CC(Cl)(F)F	3.22e+02	18.56	23.816776275634766
